축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제5회바회마을 화전민 축제,홍천군 두촌면 광석로 922-8(괘석2리 교육장),2018-07-27,2018-07-27,"화전민 생활공연, 화전민 전통혼례식, 주민노래자랑, 사진전시회, 화전민 생활공예",괘석2리 영농회,괘석2리 영농회,홍천군,033-435-1960,,"홍천9경(팔봉산, 가리산, 미약골, 금학산, 가령폭포, 공작산 수타사, 용소계곡, 살둔계곡, 가칠봉 삼봉약수)",강원도 홍천군 두촌면 광석로 922-8,강원도 홍천군 두촌면 괘석리 190,,,2018-08-27,4250000,강원도 홍천군
울산쇠부리축제,달천철장,2021-10-22,2021-10-24,"체험,전시,학술 등",울산쇠부리축제 추진위원회,울산광역시 북구,,052-293-3500,www.soeburi.org,,울산광역시 북구 달천철장길 58,울산광역시 북구 달천동 1-7,35.634217264,129.329000198,2021-06-16,3720000,울산광역시 북구
2020 선암호수가요제,울산mbc 공개홀,2020-10-24,2020-10-24,가요제,울산mbc,울산 남구청,,052-226-5413,,가요제,울산광역시 중구 서원3길 65,,35.56004132,129.333773,2021-06-30,3700000,울산광역시 남구
2020 태화강 빛 축제,태화강 체육공원,2020-10-30,2020-11-01,빛 축제,경상일보,울산 남구청,,052-226-5415,,빛 축제,울산광역시 남구 돋질로 233,,35.54373999,129.3295216,2021-06-30,3700000,울산광역시 남구
2020 문화예술제,남구 문화원외,2020-11-11,2020-11-30,예술제,남구 문화원,울산 남구청,,052-226-5415,,예술제,울산광역시 남구 번영로 224,,35.54531454,129.3255407,2021-06-30,3700000,울산광역시 남구
2021 단오절맞이 전통민속놀이 한마당,남구 문화원,2021-06-09,2021-06-16,"비대면 실시(단오부채 초대전, 단오부채 나눔, 부채 만들기 체험, 전통민속놀이 체험, 장생포 기념품 등)",남구 문화원,울산 남구청,,052-226-5417,,단오절맞이 행사,울산광역시 남구 번영로 224,,35.54531454,129.3255407,2021-06-30,3700000,울산광역시 남구
청천환경문화축제,청천면 환경문화전시관 일대,2018-08-04,2018-08-04,환경관련 문화행사 및 지역농특산물 홍보,청천환경문화축제추진위원회,괴산군,청천면 기관단체 등,043-830-2532,,,충청북도 괴산군 청천면 괴산로 1248,,36.6550344196,127.7454849436,2021-06-25,4460000,충청북도 괴산군
연풍조령제 및 자전거문화축제,연풍면 연풍중학교 일원,2018-10-12,2018-10-13,"조령제 및 전통문화 시연, 한지관련 체험, 자전거 대회 등",연풍면 축제추진위원회,괴산군,연풍면 기관단체 등,043-830-2472,,,충청북도 괴산군 연풍면 향교로 55,,36.7668758229,128.0002909136,2021-06-25,4460000,충청북도 괴산군
문광은행나무마을축제,문광면 양곡저수지 일대,2018-10-20,2018-10-20,"은행굽기, 김장체험",은행나무마을축제추진위원회,괴산군,문광면 기관단체 등,043-830-2513,,,충청북도 괴산군 문광면 괴산로양곡5길 113-2,,36.7735216600,127.7424568995,2021-06-25,4460000,충청북도 괴산군
감물감자축제,감물면사무소 일원,2019-06-22,2019-06-22,농특산물(감자) 홍보 및 지역홍보,감물면 축제추진위원회,괴산군,감물면 기관단체 등,043-830-2433,,,충청북도 괴산군 감물면 남양동길 38,,36.8391415391,127.8714427263,2021-06-25,4460000,충청북도 괴산군
포항거리예술축제,송도 송림테마거리 및 해안도로,2021-10-29,2021-10-31,공연 노래의 힘 외 우수 거리예술 작품 18작 도시미술프로그램 설치미술형 기록 프로그램,포항문화재단,포항시,-,054-289-7873,http://www.phcf.or.kr,포항 해상공원 송림테마거리 송도 송림숲,경상북도 포항시 남구 송도해안길 112번길 3,경상북도 포항시 남구 송도동 254-477,36.04030491,129.3766218,2021-06-09,5020000,경상북도 포항시
동성로축제,동성로 야외무대,2017-05-12,2017-05-14,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 동성로2가 165-1,35.869181,128.595424,2021-07-01,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2018-05-11,2018-05-13,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 동성로2가 165-1,35.869181,128.595424,2021-07-01,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2019-05-10,2019-05-12,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2179,,,,대구광역시 중구 동성로2가 165-1,35.869181,128.595424,2021-07-01,3410000,대구광역시 중구
대구화교중화문화축제,종로 화교소학교 및 화교거리,2011-08-30,2011-08-31,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2174,,,대구광역시 중구 중앙대로79길 31 (종로2가),대구광역시 중구 종로2가 12,35.86904432,128.5920612,2021-07-01,3410000,대구광역시 중구
대구화교중화문화축제,종로 화교소학교 및 화교거리,2012-10-13,2012-10-13,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2174,,,대구광역시 중구 중앙대로79길 31 (종로2가),대구광역시 중구 종로2가 12,35.86904432,128.5920612,2021-07-01,3410000,대구광역시 중구
보성차밭 빛축제,봇재 차밭 일원,2020-12-11,2021-01-10,"빛 경관조명, 체험행사",보성군,보성군,전라남도,061-850-5211,http://www.boseong.go.kr/tour/festivity/light_festival,,전라남도 보성군 보성읍 녹차로 775,전라남도 보성군 보성읍 봉산리 1197,34.7198767,127.081709,2020-06-08,4890000,전라남도 보성군
벌교꼬막축제,벌교읍천변,2019-10-31,2019-11-03,"꼬막체험, 갯벌체험 등",벌교꼬막축제추진위원회,벌교꼬막축제추진위원회,보성군,061-857-7676,http://www.boseong.go.kr/tour/festivity/cockle,,전라남도 보성군 벌교읍 벌교천1길 19,전라남도 보성군 벌교읍 회정리 547-2,34.84476516,127.3464624,2020-06-08,4890000,전라남도 보성군
제15회 마곡사신록축제,사곡면 운암리 마곡사일원,2018-05-12,2018-05-13,"버스킹공연, 소나무심기, 야생화 전시, 농특산물 판매 등",마곡사신록축제추진위원회,공주시,,041-840-8093,,,충청남도 공주시 사곡면 마곡사로 966 마곡사,충청남도 공주시 사곡면 운암리 567,36.55740589,127.011603,2020-07-07,4500000,충청남도 공주시
2018 계룡산벚꽃축제,계룡산 동학사 일원,2018-04-06,2018-04-15,"야간경관 설치, 계룡산벚꽃가요제, 분청사기 만들기, 먹거리 운영 등",계룡산축제추진위원회,공주시,,041-840-8093,,,충청남도 공주시 반포면 동학사1로 167-31,충청남도 공주시 반포면 학봉리 631-9,36.36030634,127.2509274,2020-07-07,4500000,충청남도 공주시
2018 마곡사토요무대,마곡사관광지 야외무대,2018-07-07,2018-08-25,"버스킹공연, 프린지공연, 섹소폰 연주, 국악연주 등",마곡사상인연합회,공주시,,041-840-8093,,,충청남도 공주시 사곡면 마곡사로 854,충청남도 공주시 사곡면 운암리 722-4,36.55728753,127.0183843,2020-07-07,4500000,충청남도 공주시
의정부음악극축제,의정부예술의전당 및 시 일원,2021-05-07,2021-05-16,"음악극 공연, 체험 및 전시행사",의정부문화재단,의정부문화재단,,031-850-5147,http://www.uac.or.kr,,경기도 의정부시 의정로 1,경기도 의정부시 의정부동 323,37.733386,127.034128,2021-06-22,3820000,경기도 의정부시
제22회 찰옥수수축제,토리숲,2018-07-27,2018-07-29,"찰옥수수판매, 군민의날 축하공연, 불꽃놀이, 수상레저 체험",(재)홍천문화재단,홍천군 문화관광과,홍천군,033-430-2472,www.hccf.or.kr/,"홍천9경(팔봉산, 가리산, 미약골, 금학산, 가령폭포, 공작산 수타사, 용소계곡, 살둔계곡, 가칠봉 삼봉약수)",,강원도 홍천군 홍천읍 갈마곡리 496-2,,,2018-08-27,4250000,강원도 홍천군
제2회 별빛음악맥주축제,토리숲,2018-08-01,2018-08-05,"맥주를 활용한 각종 이벤트, 대학생 참여 이벤트, 체험행사, 콘서트",(재)홍천문화재단,홍천군 문화관광과,홍천군,033-430-2472,www.hccf.or.kr/,"홍천9경(팔봉산, 가리산, 미약골, 금학산, 가령폭포, 공작산 수타사, 용소계곡, 살둔계곡, 가칠봉 삼봉약수)",,강원도 홍천군 홍천읍 갈마곡리 496-2,,,2018-08-27,4250000,강원도 홍천군
인삼한우명품축제,토리숲,2018-10-06,2018-10-09,"인삼. 한우판매, 인삼경매, 체험행사, 시식행사, 판매행사등",(재)홍천문화재단,홍천군 문화관광과,홍천군,033-430-2472,www.hccf.or.kr/,"홍천9경(팔봉산, 가리산, 미약골, 금학산, 가령폭포, 공작산 수타사, 용소계곡, 살둔계곡, 가칠봉 삼봉약수)",,강원도 홍천군 홍천읍 갈마곡리 496-2,,,2018-08-27,4250000,강원도 홍천군
괴산올갱이축제,칠성면 둔율마을 일원,2018-08-17,2018-08-19,농특산물(올갱이) 홍보 및 지역홍보,둔율올갱이마을 영농조합법인,괴산군,칠성면 기관단체 등,043-830-3903,,,충청북도 괴산군 칠성면 둔율길 142,,36.7830384670,127.8487791500,2021-06-25,4460000,충청북도 괴산군
청천환경문화축제,청천면 환경문화전시관 일원,2019-10-11,2019-10-11,환경관련 문화행사 및 지역농특산물 홍보,청천환경문화축제추진위원회,청천환경문화축제추진위원회,청천면 기관단체 등,043-830-2532,,,충청북도 괴산군 청천면 괴산로 1248,,36.6550344196,127.7454849436,2021-06-25,4460000,충청북도 괴산군
연풍조령문화제,연풍문화센터 광장 일원,2019-09-27,2019-09-28,"조령제 및 전통문화 시연, 한지관련 체험 등",연풍면 축제추진위원회,연풍면 축제추진위원회,연풍면 기관단체 등,043-830-2472,,,충청북도 괴산군 연풍면 향교로 55,,36.7668758229,128.0002909136,2021-06-25,4460000,충청북도 괴산군
양곡은행나무축제,문광면 양곡저수지 일대,2019-10-20,2019-10-20,"은행나무길 및 테마공원, 문광저수지 둘레길",양곡은행나무마을축제추진위원회,양곡은행나무마을축제추진위원회,문광면 기관단체 등,043-830-2513,,,충청북도 괴산군 문광면 괴산로양곡5길 113-2,,36.7735216600,127.7424568995,2021-06-25,4460000,충청북도 괴산군
감물감자축제,감물면 농촌중심지 활성화센터 광장 일원,2021-06-18,2021-06-20,"감자판매, 감자캐기체험 등",감물면 축제추진위원회,감물면 축제추진위원회,감물면 기관단체 등,043-830-2432,,,충청북도 괴산군 감물면 남양동길 38,,36.8391415391,127.8714427263,2021-06-25,4460000,충청북도 괴산군
둔율올갱이축제,칠성면 둔율마을 일원,2019-08-15,2019-08-17,"올갱이 줍기, 민물고기잡기, 반딧불이 체험",둔율올갱이마을 영농조합법인,둔율올갱이마을 영농조합법인,칠성면 기관단체 등,043-830-3903,,,충청북도 괴산군 칠성면 둔율길 142,,36.7830384670,127.8487791500,2021-06-25,4460000,충청북도 괴산군
부산크리스마스트리축제,광복로일원,2021-11-01,2022-01-31,"(날짜 미정)트리점등식 문화공연, 사랑나눔행사",크리스마스트리축제위원회,(사)부산기독교총연합회,부산광역시,051-888-5225,http://bctf.kr/g5,"광복로일원, 자갈치시장",부산광역시 중구 광복로6번길 3(부평동2가),부산광역시 중구 부평동2가 33-6,35.0992965892,129.0258064528,2021-06-29,6260000,부산광역시
장기유배문화축제,"장기유배문화체험관, 장기읍성 등 포항시 일원",2021-10-09,2021-10-09,"학술세미나, 유배 탐방로 산책, 예술체험 및 플리마켓 등",포항문화재단,포항시,-,054-289-7856,http://www.phcf.or.kr,"연오랑세오녀테마공원, 귀비고, 죽림서원, 장기읍성",경상북도 포항시 남구 장기면 읍내리 127-2,경상북도 포항시 남구 장기면 읍내리 127-2,35.903101,129.486401,2021-06-09,5020000,경상북도 포항시
2021 전국생활문화축제,송도 송림테마거리 및 해안도로,2021-09-06,2021-09-12,"숲속 극장, 숲속 전시관, 지역학 공부방 등 생활문화활성화 프로그램 등","포항문화재단, 지역문화진흥원",문화체육관광부,포항시,054-289-7871,http://www.phcf.or.kr,"송림테마거리, 송도 송림숲, 포은중앙도서관, 중앙아트홀, 꿈틀로 전시관",경상북도 포항시 남구 송도해안길 112번길 2,경상북도 포항시 남구 송도동 254-476,36.04030491,129.3766218,2021-06-09,5020000,경상북도 포항시
보성차밭 빛축제,봇재 차밭 일원,2020-12-11,2021-01-10,"빛 경관조명, 체험행사",보성군,보성군,전라남도,061-850-5211,http://www.boseong.go.kr/tour/festivity/light_festival,,전라남도 보성군 보성읍 녹차로 775,전라남도 보성군 보성읍 봉산리 1197,34.7198767,127.081709,2020-06-08,4890000,전라남도 보성군
벌교꼬막축제,벌교읍천변,2019-10-31,2019-11-03,"꼬막체험, 갯벌체험 등",벌교꼬막축제추진위원회,벌교꼬막축제추진위원회,보성군,061-857-7676,http://www.boseong.go.kr/tour/festivity/cockle,,전라남도 보성군 벌교읍 벌교천1길 19,전라남도 보성군 벌교읍 회정리 547-2,34.84476516,127.3464624,2020-06-08,4890000,전라남도 보성군
보성전어축제,율포솔밭해수풀장,2019-08-24,2019-08-25,"전어잡기,체험 등",보성전어축제추진위원회,보성전어축제추진위원회,보성군,061-850-8395,http://www.boseong.go.kr/tour/festivity/gizzard_shad,,전라남도 보성군 회천면 우암길 24,전라남도 보성군 회천면 동율리 678,34.6700298,127.0890226,2020-06-08,4890000,전라남도 보성군
도솔산지구전투 전승행사,도솔산전적비,2020-06-19,2020-06-19,추모식,도솔산전적문화제 집행위원회,"(사)양구군축제위원회, 해병대전우회중앙회, 해병대사령부","국방부, 국가보훈처, 노도부대, 백두산부대",033-480-2230,http://ygfestival.kr/,,강원도 양구군 양구읍 박수근로 366-33,강원도 양구군 양구읍 상리 399 일원,38.1063243998,127.981517,2020-06-30,4320000,강원도 양구군
2020 DMZ 아트페스타,한반도섬 및 인문학박물관 일원,2020-08-13,2020-08-16,"붉은 기억(수상 실경 아트쇼), 恨 콘서트, DMZ ART ON STAGE, 한반도 평화의 띠잇기 행사, 체험프로그램,",강원도,강원도,양구군,033-480-2230,,,강원도 양구군 양구읍 파로호로869번길 101 일원,"강원도 양구군 양구읍 고대리 647-1일원, 양구읍 동수리 100-1 일원",38.106279,127.981517,2020-06-30,4320000,강원도 양구군
DMZ마라톤대회,한반도섬 주변,2020-08-29,2020-08-29,민관군 마라톤대회,전국마라톤협회,양구군,"육군백두산부대, 노도부대",033-480-2230,http://www.ygtour.kr/,,,강원도 양구군 방산면 고방산리,38.246573,127.981857,2020-06-30,4320000,강원도 양구군
2017 안산시 평생학습 박람회 & 제7회 안산시도서관책문화축제,안산시 문화광장,2017-10-14,2017-10-14,"도서관홍보, 체험, 북콘서트, 전시 등",안산중앙도서관,안산중앙도서관,,031-481-3862,http://lib.ansan.go.kr,,경기도 안산시 단원구 광덕대로 206,경기도 안산시 단원구 고잔동 800,37.314701,126.831212,2020-05-31,3930000,경기도 안산시
2018 계룡산산신제,계룡면 양화리 신원사일원,2018-04-28,2018-05-01,"유.불.무가식 산신제,점사체험, 기체험, 다양한 무대공연 등",계룡산산신제보존회,공주시,,041-840-8093,,,충청남도 공주시 계룡면 보목고개로 393,충청남도 공주시 계룡면 양화리 165-1,36.333638,127.177107,2020-07-07,4500000,충청남도 공주시
추억의충장축제,아시아문화전당 일대,2019-10-02,2019-10-06,"추억을 테마로한 공연, 전시, 체험프로그램 운영",광주광역시 동구,광주광역시 동구,,062-608-2422,http://www.donggu.kr/index.es?sid=c8,,광주광역시 동구 서남로 1,광주광역시 동구 서석동 31,35.1458272,126.9233266,2019-06-26,6290000,광주광역시
여수영취산진달래체험행사,영취산일원 돌고개,2019-03-29,2019-03-31,산신제+진달래백일장+사생대회+체험행사,여수영취산진달래축제추진위원회,여수영취산진달래축제추진위원회,"여수시+산단공장장협의회,삼일동연합청년회",061-659-4743,http://www.ystour.kr/kr/festival/,,전라남도 여수시 흥국사길 160,전라남도 여수시 월내동 547,34.8210752,127.7003341,2019-06-03,4810000,전라남도 여수시
여수거북선축제,이순신광장 및 선소일원,2019-05-03,2019-05-05,통제영길놀이+개막행사+각종체험공연행사,여수거북선축제보존회 축제위원회,여수시+여수진남거북선축제보존회,,061-659-4742,http://geobukseonfestival.yeosu.go.kr,,전라남도 여수시 이순신광장로 95,전라남도 여수시 중앙동 385-6번지 등,34.7392244464,127.7365808142,2019-06-03,4810000,전라남도 여수시
여수여자만갯벌노을체험행사,소라면 해넘이길 일원(사곡),2019-10-13,2019-10-14,대나무망둥어낚시+개매기+바지락캐기+맨손고기잡이+가족사랑걷기체험+노을가요제,여수여자만갯벌노을체험행사추진위원회,여수시,여천농협+여수수협+새마을금고여수협의회,061-659-1091,http://www.ystour.kr/kr/festival/,,전라남도 여수시 소라면 서부로 785-24,전라남도 여수시 소라면 서부로 785-24,34.7902433,127.5680089,2019-06-03,4810000,전라남도 여수시
거문도백도은빛바다체험행사,삼산면 거문도 일원,2019-08-02,2019-08-04,길놀이+은빛가요제+맨손활어잡기+지인망끌기체험,거문도백도은빛바다축제추진위원회,거문도백도은빛바다축제추진위원회,,061-659-4744,http://www.ystour.kr/kr/festival/,,전라남도 여수시 삼산면 거문길 28-10,전라남도 여수시 삼산면 거문리 111-35,34.0256376,127.311945,2019-06-03,4810000,전라남도 여수시
여수밤바다 불꽃축제,이순신 광장 및 장군도 앞 해상,2019-09-08,2019-09-08,공연행사+불꽃쇼+불꽃사진콘테스트,여수밤바다불꽃축제추진위원회,여수시+여수진남거북선축제보존회,,061-659-4743,http://tour.yeosu.go.kr/ysff/,,전라남도 여수시 중앙동 385-6번지,전라남도 여수시 중앙동 385-6번지,34.7388016,127.7362426,2019-06-03,4810000,전라남도 여수시
여수향일암일출기원한마당,돌산읍 임포마을 일원,2019-12-31,2020-01-01,재야의종타종식+일출기원제례+소망행사,여수향일암일출기원한마당 추진위원회,여수향일암일출기원한마당추진위원회,,061-659-4742,http://www.ystour.kr/kr/festival/,,전라남도 여수시 향일암로 60,전라남도 여수시 돌산읍 율림리 산7,34.5937944820,127.8029860962,2019-06-03,4810000,전라남도 여수시
여수동동북축제,용기공원 및 선소일원,2019-11-10,2019-11-11,북퍼레이드+아티스트공연+북전시및체험행사+경연대회,2018여수동동북축제추진위원회,여수시,,061-659-1588,http://tour.yeosu.go.kr/dongdong,,전라남도 여수시 시청서 6길,전라남도 여수시 학동 201,34.756371,127.658676,2019-06-03,4810000,전라남도 여수시
청년거리문화축제,여수시 일원,2019-03-01,2019-12-31,"거리공연, 프리마켓 등",공모사업 선정,여수시,,061-659-4744,http://tour.yeosu.go.kr/dongdong,,전라남도 여수시 시청동1길 23,전라남도 여수시 학동 174,34.7585755,127.6636144,2019-06-03,4810000,전라남도 여수시
여수마칭페스티벌,이순신광장,2019-10-26,2019-10-27,거리퍼레이드+마칭쇼+관악체험프로그램,여수마칭페스티벌추진위원회,여수시,,,,,전라남도 여수시 이순신광장로 95,전라남도 여수시 중앙동 383,34.7392244464,127.7365808142,2019-06-03,4810000,전라남도 여수시
서리풀페스티벌,서초구 전역,2018-09-08,2018-09-16,문화예술축제,서리풀페스티벌 조직위원회,"서초구, 서초문화재단",서울시 등,02-2155-6228,www.seocho.go.kr,,서울특별시 서초구 남부순환로 2584,서울특별시 서초구 서초동 1376-3,37.483601,127.032662,2018-10-11,3210000,서울특별시 서초구
2017 물의나라화천 쪽배축제,강원도 화천군 화천읍 붕어섬일원,2017-07-29,2017-08-13,"물놀이장, 산천호경주대회, 창작쪽배콘테스트 등",(재)나라,강원도 화천군청,,1688-3005,www.narafestival.com,,강원도 화천군 화천읍 강변로 2-54,강원도 화천군 화천읍 하리 243,38.100720000,127.697029000,2018-08-10,4310000,강원도 화천군
2017 얼음나라화천 산천어축제,강원도 화천군 화천읍 화천천일원,2017-01-14,2016-02-05,"얼음낚시, 맨손잡기, 눈얼음체험, 얼음조각광장 등",(재)나라,강원도 화천군청,문화체육관광부,1688-3005,www.narafestival.com,,강원도 화천군 화천읍 산천어길 137,강원도 화천군 화천읍 중리 186-5,38.112578000,127.709826000,2018-08-10,4310000,강원도 화천군
세종 조치원 복숭아  축제,세종문화예술회관,2019-08-03,2019-08-04,"복숭아농장 수확체험, 복숭아품평회, 복숭아판매장운영, 문화·전시행사",세종특별자치시,세종특별자치시,,,,,세종특별자치시 조치원읍 문예회관길 22,,36.5998248,127.287846,2019-09-21,5690000,세종특별자치시
나라꽃 무궁화 세종축제,정부세종컨벤션센터,2019-08-15,2019-08-16,무궁화의 아름다움과 다양성을 보여주는 공연·체험·전시 행사,세종특별자치시,세종특별자치시,,,,,세종특별자치시 다솜3로 66,,36.5010997428,127.2699735,2019-09-21,5690000,세종특별자치시
서대문독립민주축제,서대문형무소역사관,2019-08-14,2019-08-15,"풋프린팅,역사콘서트,체험프로그램 등",서울특별시 서대문독립민주축제추진위원회,서울특별시 서대문구,서울특별시,02-330-1410,https://blog.naver.com/sidfest,,서울특별시 서대문구 통일로 251,서울특별시 서대문구 현저동 101,37.574374,126.956064,2019-07-18,3120000,서울특별시 서대문구
크리스마스거리축제,연세로,2019-12-22,2019-12-25,"경관조명,거리공연,체험부스",서울특별시 서대문구,서울특별시 서대문구,서울특별시,02-330-1410,http://blog.naver.com/xmasfest,,서울특별시 서대문구 연세로,서울특별시 서대문구 창천동 연세로,37.557225,126.936889,2019-07-18,3120000,서울특별시 서대문구
고싸움놀이축제(1차),고싸움놀이테마파크,2019-03-30,2019-03-31,국가무형문화재 제33호 고싸움놀이시연,고싸움놀이보존회,고싸움놀이보존회,,062-607-2315,http://www.gossaum.com,,광주광역시 남구 고싸움로2,광주광역시 남구 칠석동 619,35.0692176,126.8359599,2019-06-26,6290000,광주광역시
고싸움놀이축제(2차),고싸움놀이테마파크,2019-08-11,2019-08-11,국가무형문화재 제33호 고싸움놀이시연,고싸움놀이보존회,고싸움놀이보존회,,062-607-2315,http://www.gossaum.com,,광주광역시 남구 고싸움로 2,광주광역시 남구 칠석동 619,35.0692176,126.8359599,2019-06-26,6290000,광주광역시
서창만드리풍년제,서창한옥문화관 앞 (세동마을 들녘),2019-07-19,2019-07-19,"들노래재현 만드리 재현, 문화예술공연 등",만드리보존회,광주광역시 서구,,062-360-7030,,,광주광역시 서구 눌재로 420,광주광역시 서구 서창동 559-1,35.115286,126.830168,2019-06-26,6290000,광주광역시
광주프린지페스티벌,5·18민주광장 및 국립아시아문화전당 주변,2019-04-20,2019-10-26,"거리공연(음악, 마임, 거리극 등), 시민참여 체험프로그램 등",(재)광주문화재단,광주광역시,,062-613-3182,,,광주광역시 남구 천변좌로338번길 7,광주광역시 남구 구동 12,35.1481359,126.908602,2019-06-26,6290000,광주광역시
광주세계김치축제,서울광장,2019-05-03,2019-05-04,"김치를 테마로한 공연, 전시, 체험프로그램 운영",광주세계김치축제위원회,광주광역시,,062-613-3991,http://kimchi.gwangju.go.kr,,광주광역시 남구 김치로 60,광주광역시 남구 임암동 674,35.1090950,126.8666047,2019-06-26,6290000,광주광역시
광주세계김치축제,광주김치타운,2019-07-12,2019-08-18,"한국의 김치, 세계절임식품 전시, 김치와 김치응용요리 만들기 체험",광주세계김치축제위원회,광주광역시,,062-613-3991,http://kimchi.gwangju.go.kr,,광주광역시 남구 김치로 60,광주광역시 남구 임암동 674,35.1090950,126.8666047,2019-06-26,6290000,광주광역시
광주세계김치축제,광주김치타운,2019-10-25,2019-10-27,"김치 요리 경연대회, 김치만들기 체험, 김치마케팅, 김치 전시, 고려인의 김치와 음식 전시, 발효와 옹기전시 등",광주세계김치축제위원회,광주광역시,광주광역시,062-613-3991,http://kimchi.gwangju.go.kr,,광주광역시 남구 김치로 60,광주광역시 남구 임암동 674,35.1090950,126.8666047,2019-06-26,6290000,광주광역시
억새생태문화제,극락교 일원,2019-10-11,2019-10-13,"억새를 테마로한 공연, 전시, 체험프로그램 운영",무등커뮤니케이션,광주광역시 서구,,062-360-7186,sgfesta.com,,광주광역시 서구 벽진동,,35.141293,126.828428,2019-06-26,6290000,광주광역시
세계청년축제,아시아문화전당 일대,2019-07-19,2019-07-21,"청년 뮤직페스타, 청년시장, 도심캠핑 등",가나엔터프라이즈,광주광역시,,062-613-2722,http://2016wyf.com,,광주광역시 동구 금남로 245,광주광역시 동구 금남로1가 1-1,35.1483528,126.918715,2019-06-26,6290000,광주광역시
굿모닝 양림,양림동및사직공원일원,2019-10-19,2019-10-21,"예술인 아카이브전, 미술전시회, 가을숲속음악회 등",굿모닝 양림추진위원회,광주광역시 남구,,062-607-2312,http://www.goodmorningyangrim.com/,,광주광역시 남구 사직길 49,광주광역시 남구 사동 177,35.141882,126.9118580851,2019-06-26,6290000,광주광역시
2021 대전 서구힐링 아트페스티벌,보라매공원(서구청앞) 일원,2021-10-04,2021-10-10,아트마켓 등 7개분야 60여개 프로그램,"서구축제추진위원회, 대전광역시서구문화원, 한국예총대전광역시연합회",대전광역시 서구,미정,042-288-2742,http://www.seogu.go.kr/sorg/content.do?mnucd=SGMENU0500242,,대전광역시 서구 둔산서로 100,대전광역시 서구 둔산동 1544,36.35358325,127.3846382,2021-04-12,3660000,대전광역시 서구
동해무릉제,천곡로타리 일원,2019-10-04,2019-10-06,"개막식, 퍼레이드, 공연행사, 체험행사, 동대항 민속경기, 민속예술시연 등",동해문화원,동해시,"동해시, 동해시의회",033-530-2111,http://www.dh.go.kr/tour/sub.htm?nav_code=tou1497764548,,강원도 동해시 중앙로250 (천곡동),강원도 동해시 천곡동 1090-19,37.5230127,129.1143227,2021-04-12,4210000,강원도 동해시
동래읍성역사축제,"동래문화회관,읍성광장,온천장 일원",2021-10-08,2021-10-10,"동래부사행차 길놀이,동래성 전투 실경 뮤지컬,동래세가닥줄다리기,동래온천용왕제길놀이,동래장터 체험 등","동래문화원,동래읍성역사축제추진위원회",동래구청,"부산광역시,한국관광공사,부산관광공사 등",051-550-4092,https://www.dongnae.go.kr/festival/index.dongnae?contentsSid=169,축제정보,부산광역시 동래구 문화로 80(명륜동),부산광역시 동래구 명륜동 137,35.21195069,129.090546,2021-06-23,3300000,부산광역시 동래구
인제빙어축제,강원도 인제군 남면 부평리 빙어호,2020-01-18,2020-01-27,"축제행사, 빙어낚시, 체험, 특산품 판매, 공연",(재)인제군문화재단,(재)인제군문화재단,인제군,033-460-8971,http://www.injefestival.co.kr/,,강원도 인제군 남면 모루박길 17-46,강원도 인제군 남면 부평리 82-1,37.988497,128.0949886,2021-06-23,4330000,강원도 인제군
동성로축제,동성로 야외무대,2014-10-03,2014-10-05,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 동성로2가 165-1,35.869181,128.595424,2021-07-01,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2015-05-01,2015-05-03,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 동성로2가 165-1,35.869181,128.595424,2021-07-01,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2016-05-13,2016-05-15,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 동성로2가 165-1,35.869181,128.595424,2021-07-01,3410000,대구광역시 중구
제10주년 세계인의 날 기념행사,안산문화광장,2017-05-21,2017-05-21,"기념식, 문화 및 각종 부대행사",안산시,안산시,한국가스공사,031-481-3298,,원곡동 다문화마을특구,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2020-05-31,3930000,경기도 안산시
